"country","date","confirmed","death","fatality_rate"
"Zambia",2020-03-12,0,0,NA
"Zambia",2020-03-13,0,0,NA
"Zambia",2020-03-14,0,0,NA
"Zambia",2020-03-15,0,0,NA
"Zambia",2020-03-16,0,0,NA
"Zambia",2020-03-17,0,0,NA
"Zambia",2020-03-18,2,0,0
"Zambia",2020-03-19,0,0,0
"Zambia",2020-03-20,0,0,0
"Zambia",2020-03-21,0,0,0
"Zambia",2020-03-22,1,0,0
"Zambia",2020-03-23,0,0,0
"Zambia",2020-03-24,0,0,0
"Zambia",2020-03-25,9,0,0
"Zambia",2020-03-26,4,0,0
"Zambia",2020-03-27,6,0,0
"Zambia",2020-03-28,6,0,0
"Zambia",2020-03-29,1,0,0
"Zambia",2020-03-30,6,0,0
"Zambia",2020-03-31,0,0,0
"Zambia",2020-04-01,1,0,0
"Zambia",2020-04-02,3,1,2.56
"Zambia",2020-04-03,0,0,2.56
"Zambia",2020-04-04,0,0,2.56
"Zambia",2020-04-05,0,0,2.56
"Zambia",2020-04-06,0,0,2.56
"Zambia",2020-04-07,0,0,2.56
"Zambia",2020-04-08,0,0,2.56
"Zambia",2020-04-09,0,0,2.56
"Zambia",2020-04-10,1,1,5
"Zambia",2020-04-11,0,0,5
"Zambia",2020-04-12,3,0,4.65
"Zambia",2020-04-13,2,0,4.44
"Zambia",2020-04-14,0,0,4.44
"Zambia",2020-04-15,3,0,4.17
"Zambia",2020-04-16,0,0,4.17
"Zambia",2020-04-17,4,0,3.85
"Zambia",2020-04-18,5,0,3.51
"Zambia",2020-04-19,4,1,4.92
"Zambia",2020-04-20,4,0,4.62
"Zambia",2020-04-21,5,0,4.29
"Zambia",2020-04-22,4,0,4.05
"Zambia",2020-04-23,2,0,3.95
"Zambia",2020-04-24,8,0,3.57
"Zambia",2020-04-25,0,0,3.57
"Zambia",2020-04-26,4,0,3.41
"Zambia",2020-04-27,0,0,3.41
"Zambia",2020-04-28,7,0,3.16
"Zambia",2020-04-29,2,0,3.09
"Zambia",2020-04-30,9,0,2.83
"Zambia",2020-05-01,3,0,2.75
"Zambia",2020-05-02,10,0,2.52
"Zambia",2020-05-03,5,0,2.42
"Zambia",2020-05-04,13,0,2.19
"Zambia",2020-05-05,1,0,2.17
"Zambia",2020-05-06,8,1,2.74
"Zambia",2020-05-07,7,0,2.61
"Zambia",2020-05-08,14,0,2.4
"Zambia",2020-05-09,85,3,2.78
"Zambia",2020-05-10,15,0,2.62
"Zambia",2020-05-11,0,0,2.62
"Zambia",2020-05-12,174,0,1.59
"Zambia",2020-05-13,5,0,1.57
"Zambia",2020-05-14,208,0,1.07
"Zambia",2020-05-15,0,0,1.07
"Zambia",2020-05-16,25,0,1.03
"Zambia",2020-05-17,74,0,0.93
"Zambia",2020-05-18,8,0,0.92
"Zambia",2020-05-19,11,0,0.91
"Zambia",2020-05-20,60,0,0.84
"Zambia",2020-05-21,34,0,0.81
"Zambia",2020-05-22,54,0,0.76
"Zambia",2020-05-23,0,0,0.76
"Zambia",2020-05-24,0,0,0.76
"Zambia",2020-05-25,0,0,0.76
"Zambia",2020-05-26,0,0,0.76
"Zambia",2020-05-27,137,0,0.66
"Zambia",2020-05-28,0,0,0.66
"Zambia",2020-05-29,0,0,0.66
"Zambia",2020-05-30,0,0,0.66
"Zambia",2020-05-31,0,0,0.66
"Zambia",2020-06-01,32,0,0.64
"Zambia",2020-06-02,0,0,0.64
"Zambia",2020-06-03,0,0,0.64
"Zambia",2020-06-04,0,0,0.64
"Zambia",2020-06-05,0,0,0.64
"Zambia",2020-06-06,0,0,0.64
"Zambia",2020-06-07,0,0,0.64
"Zambia",2020-06-08,111,3,0.83
"Zambia",2020-06-09,0,0,0.83
"Zambia",2020-06-10,0,0,0.83
"Zambia",2020-06-11,0,0,0.83
"Zambia",2020-06-12,121,0,0.76
"Zambia",2020-06-13,36,0,0.74
"Zambia",2020-06-14,1,1,0.81
"Zambia",2020-06-15,24,0,0.8
"Zambia",2020-06-16,23,0,0.78
"Zambia",2020-06-17,7,0,0.78
"Zambia",2020-06-18,4,0,0.78
"Zambia",2020-06-19,14,0,0.77
"Zambia",2020-06-20,0,0,0.77
"Zambia",2020-06-21,0,0,0.77
"Zambia",2020-06-22,0,0,0.77
"Zambia",2020-06-23,47,7,1.22
"Zambia",2020-06-24,12,0,1.21
"Zambia",2020-06-25,8,0,1.2
"Zambia",2020-06-26,34,3,1.37
"Zambia",2020-06-27,0,0,1.37
"Zambia",2020-06-28,26,1,1.41
"Zambia",2020-06-29,11,0,1.4
"Zambia",2020-06-30,26,2,1.51
"Zambia",2020-07-01,38,6,1.84
"Zambia",2020-07-02,0,0,1.84
"Zambia",2020-07-03,0,0,1.84
"Zambia",2020-07-04,0,0,1.84
"Zimbabwe",2020-01-22,0,0,NA
"Zimbabwe",2020-01-23,0,0,NA
"Zimbabwe",2020-01-24,0,0,NA
"Zimbabwe",2020-01-25,0,0,NA
"Zimbabwe",2020-01-26,0,0,NA
"Zimbabwe",2020-01-27,0,0,NA
"Zimbabwe",2020-01-28,0,0,NA
"Zimbabwe",2020-01-29,0,0,NA
"Zimbabwe",2020-01-30,0,0,NA
"Zimbabwe",2020-01-31,0,0,NA
"Zimbabwe",2020-02-01,0,0,NA
"Zimbabwe",2020-02-02,0,0,NA
"Zimbabwe",2020-02-03,0,0,NA
"Zimbabwe",2020-02-04,0,0,NA
"Zimbabwe",2020-02-05,0,0,NA
"Zimbabwe",2020-02-06,0,0,NA
"Zimbabwe",2020-02-07,0,0,NA
"Zimbabwe",2020-02-08,0,0,NA
"Zimbabwe",2020-02-09,0,0,NA
"Zimbabwe",2020-02-10,0,0,NA
"Zimbabwe",2020-02-11,0,0,NA
"Zimbabwe",2020-02-12,0,0,NA
"Zimbabwe",2020-02-13,0,0,NA
"Zimbabwe",2020-02-14,0,0,NA
"Zimbabwe",2020-02-15,0,0,NA
"Zimbabwe",2020-02-16,0,0,NA
"Zimbabwe",2020-02-17,0,0,NA
"Zimbabwe",2020-02-18,0,0,NA
"Zimbabwe",2020-02-19,0,0,NA
"Zimbabwe",2020-02-20,0,0,NA
"Zimbabwe",2020-02-21,0,0,NA
"Zimbabwe",2020-02-22,0,0,NA
"Zimbabwe",2020-02-23,0,0,NA
"Zimbabwe",2020-02-24,0,0,NA
"Zimbabwe",2020-02-25,0,0,NA
"Zimbabwe",2020-02-26,0,0,NA
"Zimbabwe",2020-02-27,0,0,NA
"Zimbabwe",2020-02-28,0,0,NA
"Zimbabwe",2020-02-29,0,0,NA
"Zimbabwe",2020-03-01,0,0,NA
"Zimbabwe",2020-03-02,0,0,NA
"Zimbabwe",2020-03-03,0,0,NA
"Zimbabwe",2020-03-04,0,0,NA
"Zimbabwe",2020-03-05,0,0,NA
"Zimbabwe",2020-03-06,0,0,NA
"Zimbabwe",2020-03-07,0,0,NA
"Zimbabwe",2020-03-08,0,0,NA
"Zimbabwe",2020-03-09,0,0,NA
"Zimbabwe",2020-03-10,0,0,NA
"Zimbabwe",2020-03-11,0,0,NA
"Zimbabwe",2020-03-12,0,0,NA
"Zimbabwe",2020-03-13,0,0,NA
"Zimbabwe",2020-03-14,0,0,NA
"Zimbabwe",2020-03-15,0,0,NA
"Zimbabwe",2020-03-16,0,0,NA
"Zimbabwe",2020-03-17,0,0,NA
"Zimbabwe",2020-03-18,0,0,NA
"Zimbabwe",2020-03-19,0,0,NA
"Zimbabwe",2020-03-20,1,0,0
"Zimbabwe",2020-03-21,2,0,0
"Zimbabwe",2020-03-22,0,0,0
"Zimbabwe",2020-03-23,0,1,33.33
"Zimbabwe",2020-03-24,0,0,33.33
"Zimbabwe",2020-03-25,0,0,33.33
"Zimbabwe",2020-03-26,0,0,33.33
"Zimbabwe",2020-03-27,2,0,20
"Zimbabwe",2020-03-28,2,0,14.29
"Zimbabwe",2020-03-29,0,0,14.29
"Zimbabwe",2020-03-30,0,0,14.29
"Zimbabwe",2020-03-31,1,0,12.5
"Zimbabwe",2020-04-01,0,0,12.5
"Zimbabwe",2020-04-02,1,0,11.11
"Zimbabwe",2020-04-03,0,0,11.11
"Zimbabwe",2020-04-04,0,0,11.11
"Zimbabwe",2020-04-05,0,0,11.11
"Zimbabwe",2020-04-06,1,0,10
"Zimbabwe",2020-04-07,1,1,18.18
"Zimbabwe",2020-04-08,0,1,27.27
"Zimbabwe",2020-04-09,0,0,27.27
"Zimbabwe",2020-04-10,2,0,23.08
"Zimbabwe",2020-04-11,1,0,21.43
"Zimbabwe",2020-04-12,0,0,21.43
"Zimbabwe",2020-04-13,3,0,17.65
"Zimbabwe",2020-04-14,0,0,17.65
"Zimbabwe",2020-04-15,6,0,13.04
"Zimbabwe",2020-04-16,0,0,13.04
"Zimbabwe",2020-04-17,1,0,12.5
"Zimbabwe",2020-04-18,1,0,12
"Zimbabwe",2020-04-19,0,0,12
"Zimbabwe",2020-04-20,0,0,12
"Zimbabwe",2020-04-21,3,0,10.71
"Zimbabwe",2020-04-22,0,1,14.29
"Zimbabwe",2020-04-23,0,0,14.29
"Zimbabwe",2020-04-24,1,0,13.79
"Zimbabwe",2020-04-25,2,0,12.9
"Zimbabwe",2020-04-26,0,0,12.9
"Zimbabwe",2020-04-27,1,0,12.5
"Zimbabwe",2020-04-28,0,0,12.5
"Zimbabwe",2020-04-29,0,0,12.5
"Zimbabwe",2020-04-30,8,0,10
"Zimbabwe",2020-05-01,0,0,10
"Zimbabwe",2020-05-02,-6,0,11.76
"Zimbabwe",2020-05-03,0,0,11.76
"Zimbabwe",2020-05-04,0,0,11.76
"Zimbabwe",2020-05-05,0,0,11.76
"Zimbabwe",2020-05-06,0,0,11.76
"Zimbabwe",2020-05-07,0,0,11.76
"Zimbabwe",2020-05-08,0,0,11.76
"Zimbabwe",2020-05-09,1,0,11.43
"Zimbabwe",2020-05-10,1,0,11.11
"Zimbabwe",2020-05-11,0,0,11.11
"Zimbabwe",2020-05-12,0,0,11.11
"Zimbabwe",2020-05-13,1,0,10.81
"Zimbabwe",2020-05-14,0,0,10.81
"Zimbabwe",2020-05-15,5,0,9.52
"Zimbabwe",2020-05-16,0,0,9.52
"Zimbabwe",2020-05-17,2,0,9.09
"Zimbabwe",2020-05-18,2,0,8.7
"Zimbabwe",2020-05-19,0,0,8.7
"Zimbabwe",2020-05-20,2,0,8.33
"Zimbabwe",2020-05-21,3,0,7.84
"Zimbabwe",2020-05-22,0,0,7.84
"Zimbabwe",2020-05-23,5,0,7.14
"Zimbabwe",2020-05-24,0,0,7.14
"Zimbabwe",2020-05-25,0,0,7.14
"Zimbabwe",2020-05-26,0,0,7.14
"Zimbabwe",2020-05-27,76,0,3.03
"Zimbabwe",2020-05-28,17,0,2.68
"Zimbabwe",2020-05-29,0,0,2.68
"Zimbabwe",2020-05-30,25,0,2.3
"Zimbabwe",2020-05-31,4,0,2.25
"Zimbabwe",2020-06-01,25,0,1.97
"Zimbabwe",2020-06-02,3,0,1.94
"Zimbabwe",2020-06-03,16,0,1.8
"Zimbabwe",2020-06-04,15,0,1.69
"Zimbabwe",2020-06-05,28,0,1.51
"Zimbabwe",2020-06-06,14,0,1.43
"Zimbabwe",2020-06-07,3,0,1.42
"Zimbabwe",2020-06-08,5,0,1.39
"Zimbabwe",2020-06-09,27,0,1.27
"Zimbabwe",2020-06-10,6,0,1.25
"Zimbabwe",2020-06-11,12,0,1.2
"Zimbabwe",2020-06-12,11,0,1.17
"Zimbabwe",2020-06-13,13,0,1.12
"Zimbabwe",2020-06-14,27,0,1.04
"Zimbabwe",2020-06-15,4,0,1.03
"Zimbabwe",2020-06-16,4,0,1.02
"Zimbabwe",2020-06-17,10,0,1
"Zimbabwe",2020-06-18,62,0,0.86
"Zimbabwe",2020-06-19,16,0,0.84
"Zimbabwe",2020-06-20,0,0,0.84
"Zimbabwe",2020-06-21,10,2,1.23
"Zimbabwe",2020-06-22,23,0,1.17
"Zimbabwe",2020-06-23,13,0,1.14
"Zimbabwe",2020-06-24,5,0,1.13
"Zimbabwe",2020-06-25,21,0,1.09
"Zimbabwe",2020-06-26,10,0,1.07
"Zimbabwe",2020-06-27,6,0,1.06
"Zimbabwe",2020-06-28,0,0,1.06
"Zimbabwe",2020-06-29,7,1,1.22
"Zimbabwe",2020-06-30,17,0,1.18
"Zimbabwe",2020-07-01,14,0,1.16
"Zimbabwe",2020-07-02,12,0,1.13
"Zimbabwe",2020-07-03,8,0,1.12
"Zimbabwe",2020-07-04,73,1,1.15
